row_order,requested_concept_code,target_concept_code,concept_code,standard_concept_name,n_code_target,n_code_no_target,n_target_no_code,n_no_code_no_target,n_target_before_code,n_code_before_target
1,30082-Race-2,30082-Race-2,30082-Race-1,Race selected; White,20,385,333,45,333,385
28394,30158-Symtpom_Neuro-1,30158-Symtpom_Neuro-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,521,204,521,1
28395,30158-Symtpom_Neuro-2,30158-Symtpom_Neuro-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,172,553,172,1
28396,30158-Symtpom_Neuro-3,30158-Symtpom_Neuro-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,20,705,20,1
28397,30158-Symtpom_Neuro-4,30158-Symtpom_Neuro-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28398,30158-Symtpom_Neuro-5,30158-Symtpom_Neuro-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,10,715,10,1
28399,30158-Symtpom_Neuro-6,30158-Symtpom_Neuro-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,9,716,9,1
28400,30158-Symtpom_Neuro-7,30158-Symtpom_Neuro-7,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,39,686,39,0
28401,30158-Symtpom_Neuro-8,30158-Symtpom_Neuro-8,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,31,694,31,0
28402,30158-Symtpom_Neuro-9,30158-Symtpom_Neuro-9,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,23,702,23,0
28403,30158-Symtpom_Neuro-999,30158-Symtpom_Neuro-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28404,30160-Symptom_Inflamm-1,30160-Symptom_Inflamm-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,652,73,652,1
28405,30160-Symptom_Inflamm-2,30160-Symptom_Inflamm-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,47,678,47,0
28406,30160-Symptom_Inflamm-4,30160-Symptom_Inflamm-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,4,721,4,1
28407,30160-Symptom_Inflamm-5,30160-Symptom_Inflamm-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,35,690,35,1
28408,30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28409,30166-Prev_exposure-1,30166-Prev_exposure-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,576,149,576,0
28410,30166-Prev_exposure-2,30166-Prev_exposure-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,140,585,140,1
28411,30166-Prev_exposure-3,30166-Prev_exposure-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,4,721,4,1
28412,30166-Prev_exposure-999,30166-Prev_exposure-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,8,717,8,1
28413,30183-states_specify-10,30183-states_specify-10,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,11,714,11,1
28414,30183-states_specify-11,30183-states_specify-11,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,8,717,8,1
28415,30183-states_specify-14,30183-states_specify-14,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28416,30183-states_specify-19,30183-states_specify-19,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28417,30183-states_specify-20,30183-states_specify-20,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28418,30183-states_specify-21,30183-states_specify-21,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28419,30183-states_specify-23,30183-states_specify-23,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28420,30183-states_specify-24,30183-states_specify-24,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28421,30183-states_specify-25,30183-states_specify-25,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28422,30183-states_specify-27,30183-states_specify-27,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,7,718,7,1
28423,30183-states_specify-28,30183-states_specify-28,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,46,679,46,1
28424,30183-states_specify-3,30183-states_specify-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28425,30183-states_specify-33,30183-states_specify-33,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,24,701,24,1
28426,30183-states_specify-34,30183-states_specify-34,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28427,30183-states_specify-38,30183-states_specify-38,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28428,30183-states_specify-39,30183-states_specify-39,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,7,718,7,1
28429,30183-states_specify-40,30183-states_specify-40,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28430,30183-states_specify-41,30183-states_specify-41,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28431,30183-states_specify-42,30183-states_specify-42,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,11,714,11,1
28432,30183-states_specify-45,30183-states_specify-45,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28433,30183-states_specify-50,30183-states_specify-50,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28434,30183-states_specify-52,30183-states_specify-52,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28435,30183-states_specify-6,30183-states_specify-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,4,721,4,1
28436,30183-states_specify-9,30183-states_specify-9,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,10,715,10,1
28437,30183-states_specify-999,30183-states_specify-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,0,725,0,1
28438,31344-devices_own-1,31344-devices_own-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,519,151,519,0
28439,31344-devices_own-2,31344-devices_own-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,300,370,300,0
28440,31344-devices_own-3,31344-devices_own-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,608,62,608,0
28441,31344-devices_own-4,31344-devices_own-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,59,611,59,1
28442,31344-devices_own-5,31344-devices_own-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,88,582,88,1
28443,31344-devices_own-999,31344-devices_own-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,7,663,7,1
28444,31346-past12mo_tech-1,31346-past12mo_tech-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,439,231,439,1
28445,31346-past12mo_tech-2,31346-past12mo_tech-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,240,430,240,0
28446,31346-past12mo_tech-3,31346-past12mo_tech-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,244,426,244,1
28447,31346-past12mo_tech-4,31346-past12mo_tech-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,152,518,152,0
28448,31346-past12mo_tech-5,31346-past12mo_tech-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,177,493,177,0
28449,31346-past12mo_tech-6,31346-past12mo_tech-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,50,620,50,1
28450,31346-past12mo_tech-998,31346-past12mo_tech-998,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,110,560,110,1
28451,31346-past12mo_tech-999,31346-past12mo_tech-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,6,664,6,1
28452,31350-healthdevice_type-1,31350-healthdevice_type-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,16,654,16,1
28453,31350-healthdevice_type-2,31350-healthdevice_type-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,16,654,16,0
28454,31350-healthdevice_type-3,31350-healthdevice_type-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,4,666,4,0
28455,31350-healthdevice_type-4,31350-healthdevice_type-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,5,665,5,1
28456,31350-healthdevice_type-5,31350-healthdevice_type-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,5,665,5,1
28457,31350-healthdevice_type-6,31350-healthdevice_type-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,668,2,1
28458,31350-healthdevice_type-999,31350-healthdevice_type-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,669,1,1
28459,31356-past12_recommended-1,31356-past12_recommended-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,408,262,408,1
28460,31356-past12_recommended-2,31356-past12_recommended-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,265,405,265,0
